,Ticker
1459,FEDERALBNK
1460,GESHIP
1461,GROBTEA
1462,HITECHGEAR
1463,INDIACEM
1464,INDHOTEL
1465,THEINVEST
1466,J&KBANK
1467,KTKBANK
1468,MOTOGENFIN
1469,NIACL
1470,ORISSAMINE
1471,PKTEA
1472,PHOENIXLTD
1473,RAMCOCEM
1474,RUBYMILLS
1475,SANDESH
1476,SOUTHBANK
1477,STCINDIA
1478,TINPLATE
1479,UGARSUGAR
1480,UNITEDTEA
1481,WIPL
1482,THEJO
1483,THEMISMED
1484,THERMAX
1485,THIRUSUGAR
1486,TIRUMALCHM
1487,THOMASCOOK
1488,THOMASCOTT
1489,THYROCARE
1490,TIDEWATER
1491,TIJARIA
1492,TIL
1493,TI
1494,TIMETECHNO
1495,TIMESGTY
1496,TIMKEN
1497,TIPSINDLTD
1498,TIRUPATIFL
1499,TWL
1500,TITAN
1501,TOKYOPLAST
1502,TORNTPHARM
1503,TORNTPOWER
1504,TOTAL
1505,TOUCHWOOD
1506,TFCILTD
1507,TPLPLASTEH
1508,TRIL
1509,TCI
1510,TFL
1511,TREEHOUSE
1512,TREJHARA
1513,TRENT
1514,TRF
1515,TBZ
1516,TRIDENT
1517,TRIGYN
1518,TRIVENI
1519,TRITURBINE
1520,TTKHLTCARE
1521,TTKPRESTIG
1522,TIINDIA
1523,TVTODAY
1524,TVVISION
1525,TV18BRDCST
1526,TVSELECT
1527,TVSMOTOR
1528,TVSSRICHAK
1529,UCALFUEL
1530,UCOBANK
1531,UFLEX
1532,UFO
1533,UJAAS
1534,UJJIVAN
1535,UJJIVANSFB
1536,ULTRACEMCO
1537,UMANGDAIRY
1538,UNICHEMLAB
1539,UNIINFO
1540,UNIONBANK
1541,UNIENTER
1542,UNIPLY
1543,UNITECH
1544,UBL
1545,UNITEDPOLY
1546,MCDOWELL-N
1547,UNITY
1548,UNIVASTU
1549,UNIVCABLES
1550,UNIVPHOTO
1551,UPL
1552,URAVI
1553,URJA
1554,UMESLTD
1555,USHAMART
1556,UTIAMC
1557,UTTAMSUGAR
1558,VSTTILLERS
1559,V2RETAIL
1560,WABAG
1561,VADILALIND
1562,VSCL
1563,VAIBHAVGBL
1564,VAISHALI
1565,VAKRANGEE
1566,VARDHACRLC
1567,VHL
1568,VARDMNPOLY
1569,VSSL
1570,VTL
1571,VARROC
1572,VBL
1573,VASCONEQ
1574,VASWANI
1575,VCL
1576,VEDL
1577,VENKEYS
1578,VENUSREM
1579,VERTOZ
1580,VESUVIUS
1581,VETO
1582,VGUARD
1583,VICEROY
1584,VIDEOIND
1585,VIDHIING
1586,VIJIFIN
1587,VIKASECO
1588,VIMTALABS
1589,VINATIORGA
1590,VINDHYATEL
1591,VINNY
1592,VINYLINDIA
1593,VIPCLOTHNG
1594,VIPIND
1595,VIPULLTD
1596,VISASTEEL
1597,VIVIDHA
1598,VISAKAIND
1599,VISHNU
1600,VISHWARAJ
1601,VIVIMEDLAB
1602,VLSFINANCE
1603,VMART
1604,IDEA
1605,VOLTAMP
1606,VOLTAS
1607,VRLLOG
1608,VSTIND
1609,WSI
1610,WALCHANNAG
1611,WANBURY
1612,WEALTH
1613,WEBELSOLAR
1614,WEIZMANIND
1615,WELCORP
1616,WELENT
1617,WELSPUNIND
1618,WELINV
1619,WENDT
1620,WSTCSTPAPR
1621,WHEELS
1622,WHIRLPOOL
1623,WILLAMAGOR
1624,WINDMACHIN
1625,WIPRO
1626,WOCKPHARMA
1627,WONDERLA
1628,WORTH
1629,XCHANGING
1630,XELPMOC
1631,XPROINDIA
1632,YESBANK
1633,ZEEL
1634,ZEELEARN
1635,ZEEMEDIA
1636,ZENTEC
1637,ZENITHEXPO
1638,ZENSARTECH
1639,ZICOM
1640,ZODIACLOTH
1641,ZODIAC
1642,ZOTA
1643,ZUARI
1644,ZYDUSWELL
